Customer_ID,Month,Age,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Payment_of_Min_Amount
3060,2022-01-12,25,1634.4041666666665,6,6,23,9,"Home Equity Loan, Debt Consolidation Loan, Student Loan, Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Personal Loan, Home Equity Loan, and Personal Loan",59,21,3825.77,Yes
3059,2022-01-12,22,5722.21,3,3,10,0,No Loan,19,16,1382.56,No
3058,2022-01-12,36,829.9135224981819,8,7,13,5,"Payday Loan, Mortgage Loan, Not Specified, Credit-Builder Loan, and Not Specified",21,14,1416.74,Yes
3057,2022-01-12,39,6221.6674843202845,3,3,8,3,"Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",33,9,199.04,Yes
3056,2022-01-12,19,2453.9825,3,3,11,3,"Credit-Builder Loan, Home Equity Loan, and Payday Loan",26,20,685.37,Yes
3055,2022-01-12,24,13780.774640498716,5,7,12,4,"Debt Consolidation Loan, Home Equity Loan, Payday Loan, and Not Specified",8,7,433.68,No
3054,2022-01-12,32,4249.57,7,10,13,5,"Mortgage Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",48,16,1921.03,Yes
3053,2022-01-12,33,1396.6791666666668,5,5,11,4,"Mortgage Loan, Auto Loan, Not Specified, and Personal Loan",12,11,1456.12,Yes
3051,2022-01-12,34,1713.8495833333334,0,4,8,2,"Mortgage Loan, and Credit-Builder Loan",6,2,62.75,No
3049,2022-01-12,20,2004.667802999039,2,5,1,0,No Loan,10,8,1214.42,No
3048,2022-01-12,31,4039.5375,9,9,17,5,"Student Loan, Mortgage Loan, Auto Loan, Student Loan, and Mortgage Loan",34,18,3088.85,Yes
3047,2022-01-12,21,2605.820833333333,0,1,2,1,Student Loan,8,5,720.68,No
3062,2022-01-12,20,8722.78647216727,4,4,2,4,"Debt Consolidation Loan, Auto Loan, Not Specified, and Not Specified",10,10,801.79,No
3063,2022-01-12,29,6055.0225,4,6,12,6,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Not Specified, and Not Specified",7,6,1266.19,Yes
3064,2022-01-12,54,8591.07,2,4,9,2,"Home Equity Loan, and Not Specified",0,5,256.0,No
3065,2022-01-12,22,1814.685,6,7,20,2,"Payday Loan, and Personal Loan",5,13,1067.99,No
3081,2022-01-12,24,7098.993333333333,4,5,18,2,"Payday Loan, and Not Specified",34,11,171.45,Yes
3080,2022-01-12,32,4260.2675,9,8,19,9,"Not Specified, Personal Loan, Home Equity Loan, Auto Loan, Mortgage Loan, Payday Loan, Student Loan, Student Loan, and Not Specified",16,21,3351.48,Yes
3079,2022-01-12,38,8074.465,1,5,10,2,"Student Loan, and Debt Consolidation Loan",13,5,1023.93,No
3078,2022-01-12,19,1440.1408333333331,6,7,5,4,"Student Loan, Home Equity Loan, Not Specified, and Not Specified",23,7,1135.31,Yes
3076,2022-01-12,36,2976.435,4,5,14,2,"Debt Consolidation Loan, and Auto Loan",19,14,1911.65,Yes
3075,2022-01-12,33,2591.3475,2,3,18,4,"Auto Loan, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",26,12,597.44,Yes
3083,2022-01-12,50,9047.1075,4,5,9,0,No Loan,7,16,34.09,Yes
3074,2022-01-12,21,5331.197499999998,8,6,19,4,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Credit-Builder Loan",9,19,181.41,No
3071,2022-01-12,56,7366.868333333333,0,7,5,3,"Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",13,11,791.46,No
3069,2022-01-12,43,1111.3292225868156,1,3,11,0,No Loan,13,4,217.92,No
3068,2022-01-12,47,2477.4966666666664,5,4,10,0,No Loan,29,7,1117.08,No
3067,2022-01-12,42,10918.025,5,4,3,2,"Mortgage Loan, and Home Equity Loan",21,2,36.46,No
3066,2022-01-12,28,2348.124387971763,2,4,11,1,Personal Loan,3,6,22.88,No
3073,2022-01-12,27,3535.711666666666,3,6,1,1,Debt Consolidation Loan,8,10,127.38,No
2967,2022-01-12,23,4855.41,4,6,16,1,Payday Loan,19,9,1040.47,Yes
2965,2022-01-12,52,12392.36,4,2,10,0,No Loan,9,7,381.3,No
2865,2022-01-12,48,1420.7429166666668,0,6,3,0,No Loan,6,5,678.58,No
2864,2022-01-12,36,4715.0325,9,8,21,6,"Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Not Specified, Personal Loan, and Student Loan",18,21,1816.21,Yes
2863,2022-01-12,32,3627.3916666666655,4,4,5,2,"Mortgage Loan, and Not Specified",24,4,699.11,No
2862,2022-01-12,29,1762.6708333333331,7,6,11,2,"Home Equity Loan, and Home Equity Loan",24,10,174.32,Yes
2860,2022-01-12,24,3420.9908333333333,1,7,11,1,Student Loan,9,4,1413.55,No
2859,2022-01-12,30,1531.3833333333332,7,8,18,5,"Auto Loan, Personal Loan, Mortgage Loan, Credit-Builder Loan, and Mortgage Loan",51,22,4573.36,Yes
2858,2022-01-12,44,6029.336666666666,7,9,15,3,"Credit-Builder Loan, Mortgage Loan, and Student Loan",34,16,1531.49,Yes
2857,2022-01-12,28,1318.0681182348785,5,1,10,0,No Loan,0,5,486.12,No
2856,2022-01-12,30,6646.580000000001,7,6,22,7,"Auto Loan, Payday Loan, Personal Loan, Payday Loan, Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",18,16,3809.37,Yes
2855,2022-01-12,42,12888.076666666668,1,3,9,0,No Loan,3,3,1039.82,No
2854,2022-01-12,21,4051.4375,5,10,23,5,"Home Equity Loan, Student Loan, Payday Loan, Personal Loan, and Auto Loan",16,18,3250.87,Yes
2853,2022-01-12,32,1181.559166666667,7,10,22,9,"Student Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Auto Loan",50,14,4525.27,Yes
2852,2022-01-12,41,1373.5766666666666,7,8,19,5,"Credit-Builder Loan, Not Specified, Not Specified, Credit-Builder Loan, and Payday Loan",45,19,3600.06,Yes
2851,2022-01-12,25,973.6366666666668,10,8,16,6,"Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Not Specified",15,21,3867.93,Yes
2866,2022-01-12,44,6233.076666666668,10,5,22,6,"Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, and Home Equity Loan",43,12,2511.6,Yes
2867,2022-01-12,26,3128.535833333333,7,3,6,3,"Credit-Builder Loan, Home Equity Loan, and Auto Loan",26,9,241.38,Yes
2868,2022-01-12,22,11748.076666666668,6,4,9,2,"Auto Loan, and Student Loan",25,19,367.22,Yes
2869,2022-01-12,54,5016.655,8,7,7,0,No Loan,11,10,681.95,No
2885,2022-01-12,26,7162.46,8,7,16,7,"Credit-Builder Loan, Mortgage Loan, Not Specified, Not Specified, Credit-Builder Loan, Auto Loan, and Credit-Builder Loan",12,8,2652.42,Yes
2883,2022-01-12,21,1062.3204166666665,8,10,22,8,"Home Equity Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",51,18,4193.36,Yes
2882,2022-01-12,42,2269.043333333333,4,2,6,1,Auto Loan,3,10,3.68,No
2881,2022-01-12,53,2320.563333333333,3,4,15,3,"Not Specified, Credit-Builder Loan, and Credit-Builder Loan",17,13,1012.92,Yes
2880,2022-01-12,44,3355.005,0,7,11,2,"Auto Loan, and Payday Loan",12,12,1210.62,No
2879,2022-01-12,49,2625.300546042723,4,4,1,1,Auto Loan,6,1,565.94,No
2850,2022-01-12,29,3831.346666666667,3,7,18,3,"Credit-Builder Loan, Personal Loan, and Mortgage Loan",16,13,634.52,No
2875,2022-01-12,43,4628.9075,5,5,7,0,No Loan,28,14,1452.98,Yes
2874,2022-01-12,48,5220.298333333333,0,2,5,1,Not Specified,3,11,406.75,No
2872,2022-01-12,27,2913.6025000000004,0,4,1,2,"Mortgage Loan, and Student Loan",14,10,33.16,No
2871,2022-01-12,37,1023.99125,0,5,12,3,"Student Loan, Auto Loan, and Home Equity Loan",3,13,628.85,No
2877,2022-01-12,20,3413.14,6,7,22,7,"Mortgage Loan, Not Specified, Not Specified, Mortgage Loan, Student Loan, Auto Loan, and Credit-Builder Loan",48,22,1801.46,Yes
2886,2022-01-12,44,872.2162500000002,8,6,25,7,"Personal Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",12,9,1717.09,Yes
2849,2022-01-12,55,1897.6229986219312,1,1,1,2,"Mortgage Loan, and Credit-Builder Loan",1,10,542.16,No
2847,2022-01-12,33,7617.8125,0,6,8,0,No Loan,12,11,384.8,No
2826,2022-01-12,46,1414.553333333333,9,7,17,7,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Auto Loan, and Personal Loan",36,21,4874.77,Yes
2825,2022-01-12,37,8189.033389306678,6,5,9,3,"Debt Consolidation Loan, Mortgage Loan, and Personal Loan",27,17,1238.2,Yes
2824,2022-01-12,19,1072.5908333333334,6,6,17,2,"Debt Consolidation Loan, and Student Loan",50,17,2460.77,Yes
2823,2022-01-12,55,2093.173124413953,5,5,7,3,"Student Loan, Student Loan, and Debt Consolidation Loan",12,18,115.84,Yes
2822,2022-01-12,28,2217.9241666666667,6,5,14,3,"Payday Loan, Mortgage Loan, and Auto Loan",6,19,972.35,Yes
2821,2022-01-12,22,5067.593333333333,7,9,22,4,"Payday Loan, Student Loan, Not Specified, and Debt Consolidation Loan",31,17,1534.21,Yes
2820,2022-01-12,26,3247.7183333333337,6,10,29,7,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Credit-Builder Loan",23,19,1513.0,Yes
2817,2022-01-12,29,1807.263333333333,8,6,20,0,No Loan,30,11,664.38,No
2816,2022-01-12,19,8816.325,3,4,8,3,"Student Loan, Mortgage Loan, and Credit-Builder Loan",22,20,1005.83,No
2815,2022-01-12,56,5885.13,3,5,1,3,"Mortgage Loan, Home Equity Loan, and Student Loan",14,11,844.81,No
2814,2022-01-12,18,1420.5866666666668,7,7,20,9,"Student Loan, Home Equity Loan, Mortgage Loan, Not Specified, Not Specified, Payday Loan, Payday Loan, Home Equity Loan, and Not Specified",54,16,2958.46,Yes
2813,2022-01-12,23,660.1595833333333,8,5,30,8,"Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Auto Loan, Personal Loan, Payday Loan, Not Specified, and Auto Loan",41,19,2308.1,Yes
2812,2022-01-12,26,922.5216666666664,8,7,3,3,"Payday Loan, Student Loan, and Payday Loan",18,11,375.51,No
2827,2022-01-12,34,1256.2070833333337,3,7,10,2,"Personal Loan, and Payday Loan",3,12,1048.53,No
2828,2022-01-12,42,1572.2575,6,4,26,9,"Home Equity Loan, Personal Loan, Payday Loan, Student Loan, Payday Loan, Personal Loan, Personal Loan, Not Specified, and Payday Loan",54,21,4649.41,Yes
2844,2022-01-12,31,3048.9300000000007,7,9,25,5,"Auto Loan, Mortgage Loan, Auto Loan, Payday Loan, and Not Specified",25,18,3003.45,Yes
2843,2022-01-12,45,5971.79,7,10,27,8,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Auto Loan, Personal Loan, Home Equity Loan, and Mortgage Loan",29,21,2927.77,Yes
2842,2022-01-12,28,6764.740000000002,7,3,15,1,Auto Loan,11,14,520.44,No
2840,2022-01-12,49,1660.354166666667,5,7,13,3,"Not Specified, Mortgage Loan, and Credit-Builder Loan",18,12,504.06,No
2848,2022-01-12,52,2578.6575,4,3,13,2,"Payday Loan, and Mortgage Loan",17,19,812.74,No
2839,2022-01-12,26,6139.1100000000015,7,8,23,7,"Not Specified, Not Specified, Home Equity Loan, Student Loan, Not Specified, Personal Loan, and Not Specified",31,17,3657.73,Yes
2837,2022-01-12,40,2650.25,6,6,12,5,"Payday Loan, Personal Loan, Debt Consolidation Loan, Payday Loan, and Student Loan",29,19,234.49,Yes
2836,2022-01-12,46,3440.244166666667,2,2,4,4,"Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Auto Loan",8,13,475.65,No
2835,2022-01-12,29,825.2395833333335,4,6,11,4,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",15,12,411.37,No
2834,2022-01-12,36,2734.271666666667,1,4,9,3,"Student Loan, Auto Loan, and Not Specified",2,2,358.47,No
2833,2022-01-12,31,1417.1108333333334,8,6,12,7,"Credit-Builder Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, Payday Loan, Personal Loan, and Home Equity Loan",21,18,12.9,Yes
2832,2022-01-12,32,2239.6158333333333,8,5,10,3,"Home Equity Loan, Debt Consolidation Loan, and Payday Loan",12,9,152.17,Yes
2838,2022-01-12,52,5872.071666666668,0,7,12,2,"Debt Consolidation Loan, and Credit-Builder Loan",6,7,596.1,No
2888,2022-01-12,37,3733.835833333333,5,5,11,1,Mortgage Loan,13,3,1298.23,No
2944,2022-01-12,38,1932.2825,7,6,28,8,"Credit-Builder Loan, Mortgage Loan, Mortgage Loan, Auto Loan, Payday Loan, Credit-Builder Loan, Student Loan, and Not Specified",42,25,4094.0,Yes
2943,2022-01-12,28,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,3,993.66,No
2940,2022-01-12,26,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,19,750.37,No
2931,2022-01-12,33,3347.773333333333,7,4,16,1,Debt Consolidation Loan,22,16,1465.01,Yes
2930,2022-01-12,27,4240.071008024172,9,10,22,7,"Auto Loan, Student Loan, Personal Loan, Auto Loan, Mortgage Loan, Auto Loan, and Home Equity Loan",20,19,4727.09,Yes
2946,2022-01-12,54,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,6,804.62,No
2947,2022-01-12,35,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",7,0,1199.47,No
2948,2022-01-12,33,1022.8325,1,4,5,4,"Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Debt Consolidation Loan",12,3,682.12,No
2964,2022-01-12,24,1747.6591666666666,6,10,29,6,"Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, and Home Equity Loan",27,23,2521.4,Yes
2963,2022-01-12,36,6884.918333333334,0,5,4,1,Mortgage Loan,4,7,1434.75,No
2961,2022-01-12,33,5717.2375,7,4,20,1,Auto Loan,7,13,791.78,No
2960,2022-01-12,46,4713.751666666666,3,5,10,4,"Student Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",5,15,522.67,Yes
2959,2022-01-12,22,4643.6275,4,6,7,2,"Payday Loan, and Auto Loan",7,18,1284.31,No
2958,2022-01-12,27,1873.976666666667,4,5,7,0,No Loan,22,20,713.33,No
2957,2022-01-12,52,8745.7725,8,7,13,1,Auto Loan,11,17,550.22,Yes
2955,2022-01-12,30,2500.6141666666667,3,5,9,0,No Loan,24,8,1112.57,No
2954,2022-01-12,34,5910.96,4,10,30,4,"Mortgage Loan, Auto Loan, Payday Loan, and Debt Consolidation Loan",8,15,1802.44,Yes
2953,2022-01-12,42,2007.02,3,3,30,7,"Student Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified, and Auto Loan",7,9,2375.83,Yes
2952,2022-01-12,30,8002.350000000001,7,6,8,2,"Personal Loan, and Student Loan",25,17,1226.83,Yes
2951,2022-01-12,20,5227.831666666667,4,1,6,1,Payday Loan,10,12,952.48,No
2950,2022-01-12,23,1046.1166666666666,8,9,26,9,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, Payday Loan, and Auto Loan",57,22,4118.73,Yes
2949,2022-01-12,50,13293.13,1,2,8,1,Mortgage Loan,14,6,551.26,No
2956,2022-01-12,25,7842.322499999998,5,4,8,1,Not Specified,13,2,637.18,No
2928,2022-01-12,45,2268.275,6,6,6,4,"Payday Loan, Payday Loan, Payday Loan, and Debt Consolidation Loan",25,15,102.53,No
2927,2022-01-12,42,5351.113333333334,1,1,7,3,"Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",0,2,475.75,No
2926,2022-01-12,49,2599.3416666666667,6,4,8,0,No Loan,14,13,589.89,Yes
2904,2022-01-12,29,3811.3350000000014,8,4,13,3,"Credit-Builder Loan, Auto Loan, and Personal Loan",12,16,1595.76,Yes
2903,2022-01-12,20,2490.054166666667,4,7,12,1,Personal Loan,2,9,143.04,No
2902,2022-01-12,54,12568.046666666669,5,4,8,4,"Credit-Builder Loan, Student Loan, Student Loan, and Credit-Builder Loan",12,12,329.18,No
2901,2022-01-12,37,768.9187499999998,10,7,15,6,"Home Equity Loan, Mortgage Loan, Payday Loan, Student Loan, Payday Loan, and Home Equity Loan",48,16,3377.48,Yes
2900,2022-01-12,18,2810.276666666666,3,5,15,0,No Loan,17,14,992.07,Yes
2899,2022-01-12,26,4031.575,8,7,22,8,"Mortgage Loan, Home Equity Loan, Home Equity Loan, Payday Loan, Not Specified, Personal Loan, Payday Loan, and Credit-Builder Loan",39,15,3555.25,Yes
2906,2022-01-12,29,4522.131666666667,3,4,6,3,"Student Loan, Personal Loan, and Credit-Builder Loan",15,11,287.31,No
2898,2022-01-12,54,1669.878333333333,3,6,1,0,No Loan,13,1,1289.22,No
2896,2022-01-12,55,6475.4375,3,3,17,3,"Auto Loan, Debt Consolidation Loan, and Not Specified",24,10,444.02,No
2894,2022-01-12,30,1820.106634885952,8,7,18,2,"Mortgage Loan, and Payday Loan",24,18,1259.9,Yes
2893,2022-01-12,29,3757.369166666667,2,4,10,0,No Loan,4,3,198.87,No
2892,2022-01-12,26,6775.169999999999,9,9,22,6,"Personal Loan, Personal Loan, Not Specified, Auto Loan, Credit-Builder Loan, and Student Loan",35,17,2541.88,Yes
2891,2022-01-12,26,10084.113333333333,1,6,11,2,"Not Specified, and Payday Loan",11,3,338.28,No
2890,2022-01-12,55,8773.7175,4,3,14,0,No Loan,6,18,1366.18,Yes
2897,2022-01-12,51,2840.445833333333,3,2,12,4,"Home Equity Loan, Auto Loan, Mortgage Loan, and Payday Loan",9,2,1180.77,No
3122,2022-01-12,47,3261.708333333333,5,0,1,4,"Payday Loan, Personal Loan, Payday Loan, and Debt Consolidation Loan",4,9,187.21,No
2907,2022-01-12,34,1943.8408333333327,7,6,8,1,Credit-Builder Loan,21,15,192.21,Yes
2909,2022-01-12,20,3990.212538046356,5,7,13,5,"Payday Loan, Student Loan, Mortgage Loan, Personal Loan, and Mortgage Loan",15,14,1171.42,Yes
2924,2022-01-12,39,1183.3779166666666,4,3,14,3,"Student Loan, Mortgage Loan, and Personal Loan",13,9,367.87,Yes
2923,2022-01-12,51,7113.763333333332,7,5,12,0,No Loan,12,15,988.12,Yes
2922,2022-01-12,41,5109.44,3,4,6,4,"Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",3,15,1266.31,Yes
2920,2022-01-12,32,7836.788821206782,7,6,6,4,"Auto Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",9,11,148.15,Yes
2919,2022-01-12,40,2607.1316666666667,8,9,27,8,"Home Equity Loan, Not Specified, Not Specified, Personal Loan, Not Specified, Mortgage Loan, Mortgage Loan, and Personal Loan",30,22,4259.91,Yes
2908,2022-01-12,29,7133.639999999999,7,3,9,3,"Payday Loan, Payday Loan, and Home Equity Loan",8,10,34.27,Yes
2918,2022-01-12,36,817.0995833333333,9,5,23,6,"Student Loan, Home Equity Loan, Personal Loan, Home Equity Loan, Debt Consolidation Loan, and Student Loan",44,23,4071.68,Yes
2916,2022-01-12,53,1938.303333333333,8,6,12,3,"Not Specified, Debt Consolidation Loan, and Not Specified",20,19,172.29,No
2913,2022-01-12,18,978.4284561052568,7,7,14,6,"Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, and Debt Consolidation Loan",32,16,659.07,Yes
2911,2022-01-12,34,4617.975,9,5,24,8,"Auto Loan, Mortgage Loan, Not Specified, Personal Loan, Auto Loan, Mortgage Loan, Student Loan, and Payday Loan",23,21,2802.64,Yes
2910,2022-01-12,55,2898.265833333333,3,4,11,4,"Auto Loan, Student Loan, Credit-Builder Loan, and Credit-Builder Loan",16,17,695.59,No
2917,2022-01-12,31,4676.008333333333,2,2,11,2,"Payday Loan, and Home Equity Loan",7,3,728.5,No
3747,2022-01-12,34,8257.119999999999,1,7,2,0,No Loan,11,5,472.88,No
3749,2022-01-12,55,7849.27,5,7,6,3,"Not Specified, Not Specified, and Credit-Builder Loan",30,20,487.54,No
4583,2022-01-12,19,5724.217849447517,4,5,17,4,"Student Loan, Credit-Builder Loan, Not Specified, and Auto Loan",15,15,604.85,Yes
4582,2022-01-12,26,2697.688333333333,4,1,7,0,No Loan,4,12,457.32,No
4581,2022-01-12,45,1531.5708333333332,6,6,30,8,"Debt Consolidation Loan, Student Loan, Auto Loan, Mortgage Loan, Student Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",19,25,2878.45,Yes
4580,2022-01-12,33,9203.3625,4,4,7,3,"Personal Loan, Personal Loan, and Debt Consolidation Loan",9,6,544.75,No
4579,2022-01-12,27,1985.740833333333,5,4,17,3,"Student Loan, Debt Consolidation Loan, and Auto Loan",16,20,1181.93,Yes
4578,2022-01-12,32,5500.8,7,6,22,5,"Auto Loan, Student Loan, Mortgage Loan, Student Loan, and Home Equity Loan",54,19,1865.28,Yes
4577,2022-01-12,44,631.0600252990126,6,3,12,0,No Loan,20,12,1375.35,No
4576,2022-01-12,31,11690.763333333334,4,3,10,0,No Loan,19,19,790.97,Yes
4574,2022-01-12,33,1075.4716312343628,4,3,10,3,"Mortgage Loan, Auto Loan, and Personal Loan",18,12,1367.75,Yes
4573,2022-01-12,19,4269.25,6,4,8,2,"Home Equity Loan, and Not Specified",22,10,482.08,No
4572,2022-01-12,54,5370.099999999999,3,4,19,2,"Payday Loan, and Mortgage Loan",5,8,746.09,Yes
4571,2022-01-12,46,2975.725,6,7,14,3,"Payday Loan, Personal Loan, and Personal Loan",5,16,1096.33,Yes
4570,2022-01-12,41,2764.089166666666,6,7,7,0,No Loan,29,13,951.4,No
4585,2022-01-12,33,11574.6,4,3,5,3,"Student Loan, Debt Consolidation Loan, and Student Loan",18,19,252.01,Yes
4586,2022-01-12,25,1360.2133333333334,6,6,20,2,"Student Loan, and Payday Loan",39,15,2626.18,Yes
4587,2022-01-12,40,5695.983333333334,3,6,12,5,"Mortgage Loan, Personal Loan, Personal Loan, Credit-Builder Loan, and Mortgage Loan",27,10,2349.79,Yes
4604,2022-01-12,41,12564.342844356868,4,2,11,4,"Payday Loan, Personal Loan, Credit-Builder Loan, and Auto Loan",6,7,615.92,No
4603,2022-01-12,18,4732.6175,8,8,19,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Home Equity Loan, Mortgage Loan, and Home Equity Loan",37,25,4890.07,Yes
4602,2022-01-12,22,1454.09,4,4,16,3,"Not Specified, Mortgage Loan, and Payday Loan",16,7,1122.31,Yes
4601,2022-01-12,33,583.7274690480067,9,8,26,3,"Not Specified, Payday Loan, and Auto Loan",50,20,1818.36,Yes
4600,2022-01-12,26,640.7991666666667,10,7,22,7,"Personal Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",20,19,1883.47,Yes
4599,2022-01-12,26,3170.541666666666,6,9,25,6,"Credit-Builder Loan, Personal Loan, Payday Loan, Not Specified, Debt Consolidation Loan, and Personal Loan",29,19,3039.02,Yes
4598,2022-01-12,30,10098.122508989303,8,4,14,1,Mortgage Loan,26,13,556.02,No
4597,2022-01-12,31,834.6045833333333,3,7,19,4,"Auto Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",12,20,447.15,Yes
4595,2022-01-12,46,2598.8191666666667,5,3,6,0,No Loan,14,19,628.91,No
4594,2022-01-12,20,6535.543333333334,3,1,7,2,"Not Specified, and Personal Loan",0,12,189.33,No
4592,2022-01-12,25,809.6329166666667,10,5,20,5,"Student Loan, Home Equity Loan, Home Equity Loan, Personal Loan, and Not Specified",44,19,4693.94,Yes
4591,2022-01-12,35,4231.074999999999,8,3,29,6,"Not Specified, Payday Loan, Personal Loan, Home Equity Loan, Personal Loan, and Auto Loan",11,11,2574.1,Yes
4590,2022-01-12,34,2528.806666666667,0,5,8,1,Payday Loan,5,6,469.44,No
4589,2022-01-12,45,662.2029166666667,8,5,20,3,"Mortgage Loan, Student Loan, and Not Specified",13,11,1533.48,Yes
4605,2022-01-12,35,1331.3908333333334,9,10,21,9,"Not Specified, Auto Loan, Mortgage Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, Personal Loan, Student Loan, and Debt Consolidation Loan",49,25,1375.0,Yes
4568,2022-01-12,18,3626.545,9,7,22,8,"Credit-Builder Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Home Equity Loan, Student Loan, Not Specified, and Personal Loan",36,22,1340.46,Yes
4566,2022-01-12,30,1694.205,8,9,16,7,"Mortgage Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Home Equity Loan",25,18,2694.09,Yes
4545,2022-01-12,22,875.7466666666666,8,3,9,7,"Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Payday Loan, Not Specified, Not Specified, and Debt Consolidation Loan",8,10,727.39,Yes
4544,2022-01-12,43,8776.786666666667,4,3,8,2,"Personal Loan, and Credit-Builder Loan",7,10,925.97,Yes
4543,2022-01-12,33,9184.6,5,3,8,1,Payday Loan,5,2,438.55,No
4542,2022-01-12,24,11011.46,6,4,8,1,Student Loan,9,9,1051.42,No
4541,2022-01-12,42,1233.915,8,7,23,2,"Home Equity Loan, and Not Specified",50,13,2195.45,Yes
4540,2022-01-12,42,12482.563333333335,3,7,8,0,No Loan,27,0,1461.38,No
4539,2022-01-12,25,5964.883333333334,5,4,13,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Payday Loan, and Home Equity Loan",19,16,1798.0,Yes
4538,2022-01-12,48,8580.666666666666,5,5,7,3,"Payday Loan, Credit-Builder Loan, and Mortgage Loan",29,13,407.46,Yes
4537,2022-01-12,49,6722.100000000001,6,3,8,2,"Personal Loan, and Home Equity Loan",16,7,597.32,Yes
4536,2022-01-12,30,943.54375,5,6,18,2,"Mortgage Loan, and Mortgage Loan",24,20,498.68,Yes
4534,2022-01-12,53,4911.265,7,5,5,4,"Home Equity Loan, Not Specified, Auto Loan, and Student Loan",25,19,1194.51,No
4533,2022-01-12,21,1821.5016666666668,4,3,19,2,"Debt Consolidation Loan, and Student Loan",11,18,1464.16,Yes
4531,2022-01-12,39,7644.03,3,6,17,4,"Mortgage Loan, Payday Loan, Not Specified, and Payday Loan",21,19,1338.47,Yes
4547,2022-01-12,32,1166.825,7,9,28,9,"Auto Loan, Home Equity Loan, Not Specified, Debt Consolidation Loan, Personal Loan, Payday Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",36,16,1801.79,Yes
4548,2022-01-12,32,5409.803333333333,4,7,9,3,"Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",19,7,1016.0,No
4565,2022-01-12,44,5448.357500000001,4,4,18,3,"Auto Loan, Debt Consolidation Loan, and Home Equity Loan",26,18,1293.3,No
4564,2022-01-12,23,3058.5691666666667,5,5,5,2,"Debt Consolidation Loan, and Not Specified",28,14,878.11,No
